,id,mensagem,data
649,946699139138338906,Kaelaris Moonstrider (rank Seed) entrou na fc.,2022-02-25
650,946565761143562340,Lino Ha'r (rank Seed) entrou na fc.,2022-02-25
651,946407214837538887,Booker Oliver (rank Senior Tree) saiu da fc.,2022-02-24
652,946356883130826763,Ferraz Dark (rank Seed) saiu da fc.,2022-02-24
653,946273835022442507,Konguerine Moonshadow (rank Seed) entrou na fc.,2022-02-24
654,946251186816823316,Shiro Ironstorm (rank Seed) entrou na fc.,2022-02-24
655,945473559982133248,Theori Uwu (rank Seed) saiu da fc.,2022-02-22
656,945327599423475722,Semtoca Januario (rank Seed) entrou na fc.,2022-02-21
657,945325083159842827,Bety Holly (rank Seed) entrou na fc.,2022-02-21
658,944643084812189760,Dark Sasukee (rank Seed) saiu da fc.,2022-02-19
659,944393939526496277,Glaurion Lightborn (rank Seed) entrou na fc.,2022-02-19
660,944388904268754974,Zivhpriest Moonlight (rank Seed) entrou na fc.,2022-02-19
661,944348637654306816,Lulipin Vonhunty (rank Seed) entrou na fc.,2022-02-18
662,944288239383097406,Yunna Zanarkand (rank Seed) entrou na fc.,2022-02-18
663,943711939471736832,Sellmak Tok'ra (rank Seed) entrou na fc.,2022-02-17
664,943706909473660989,Lun Iuminne (rank Seed) saiu da fc.,2022-02-17
665,943525715117240331,Lun Iuminne (rank Seed) entrou na fc.,2022-02-16
666,943503063585538122,Hogary Warden (rank Seed) entrou na fc.,2022-02-16
667,943299220901863424,Diana Varzand (rank Seed) entrou na fc.,2022-02-16
668,943024912057135114,Yuri Aleliv (rank Seed) entrou na fc.,2022-02-15
669,942529148021256192,Shari Bright (rank Sapling) saiu da fc.,2022-02-13
670,942529146607771718,Tsuki'ko Kawashiro (rank Seed) saiu da fc.,2022-02-13
671,942189404192116737,Darkjanjan Kokovachi (rank Seed) entrou na fc.,2022-02-12
672,942113906858537030,Emilia Tia (rank Seed) entrou na fc.,2022-02-12
673,941522508811731054,Tander Chan (rank Seed) saiu da fc.,2022-02-11
674,941517473021313105,Liranda Stackss (rank Seed) saiu da fc.,2022-02-11
675,941432785925734460,Brysas Rising (rank Seed) saiu da fc.,2022-02-10
676,940894233836027924,Liranda Stackss (rank Seed) entrou na fc.,2022-02-09
677,940818736913469482,Leivahr Kovasch (rank Seed) entrou na fc.,2022-02-09
678,940720590095003658,Theori Uwu (rank Seed) entrou na fc.,2022-02-08
679,940702974940962846,Tander Chan (rank Seed) entrou na fc.,2022-02-08
680,940506679827628033,Jullie Lynx (rank Seed) entrou na fc.,2022-02-08
681,940421115828916234,Siscon Izumi (rank Seed) entrou na fc.,2022-02-08
682,940061244180795402,Aerion Degardner (rank Seed) entrou na fc.,2022-02-07
683,940028528194355260,Brysas Rising (rank Seed) entrou na fc.,2022-02-06
684,940010911450665020,Hainem Horus (rank Seed) entrou na fc.,2022-02-06
685,940003362047422504,Cepola Iol (rank Seed) entrou na fc.,2022-02-06
686,939721506341138462,Jolynne Kujo (rank Seed) saiu da fc.,2022-02-06
687,939666138474885160,Peter Maya (rank Seed) saiu da fc.,2022-02-05
688,939351565767168010,Batatina Tina (rank Seed) entrou na fc.,2022-02-05
689,939321366098898954,Jabu Ticaba (rank Seed) entrou na fc.,2022-02-05
690,938941361065951322,Calles Mamed (rank Seed) entrou na fc.,2022-02-03
691,938913676763746364,Sahory Ar (rank Seed) saiu da fc.,2022-02-03
692,938722417608638504,Theori Uwu (rank Seed) saiu da fc.,2022-02-03
693,938606657347420190,Nihilus Raveneye (rank Seed) saiu da fc.,2022-02-03
694,938576457867853906,Tander Chan (rank Seed) saiu da fc.,2022-02-02
695,938553806961131601,Denovoeu Haze (rank Seed) entrou na fc.,2022-02-02
696,938448112261955614,Blanka D'lavier (rank Seed) entrou na fc.,2022-02-02
697,938193936898482216,Juno Fury (rank Lunar Tree) saiu da fc.,2022-02-01
698,937343332059873340,Alyssa Meiken (rank Seed) saiu da fc.,2022-01-30
699,937121868996050944,Tander Chan (rank Seed) entrou na fc.,2022-01-29
700,937074057965355039,Ciih Hatake (rank Seed) entrou na fc.,2022-01-29
701,937041339974033458,Morpheus Devil (rank Seed) entrou na fc.,2022-01-29
702,936860144493555754,Lyvh Rymmen (rank Seed) entrou na fc.,2022-01-29
703,936842529016537138,Sahory Ar (rank Seed) entrou na fc.,2022-01-29
704,936309012587217006,Alicia Carson (rank Seed) saiu da fc.,2022-01-27
705,936027157271040000,Bbtron Bosshaft (rank Seed) saiu da fc.,2022-01-26
706,935991921187389461,Xamanbulancia Brasil (rank Seed) saiu da fc.,2022-01-26
707,935868607869640725,Rabi En-rose (rank Seed) saiu da fc.,2022-01-26
708,935735234350157895,Caullo Xx (rank Seed) saiu da fc.,2022-01-26
709,935735233800720384,Phantom Dall'ora (rank Seed) saiu da fc.,2022-01-26
710,935735232739557397,Kristhy Brightlight (rank Seed) saiu da fc.,2022-01-26
711,935735232227848212,Thales Fated (rank Seed) saiu da fc.,2022-01-26
712,935601852463079474,Magyloou Mayvin (rank Seed) saiu da fc.,2022-01-25
713,935546485406322759,Cleitin Matarrino (rank Seed) saiu da fc.,2022-01-25
714,935498671783563314,Kyoma Shimada (rank Seed) saiu da fc.,2022-01-25
715,935476036693549056,Rhazok Rev (rank Sapling) saiu da fc.,2022-01-25
716,935304897472110654,Sahory Ar (rank Seed) saiu da fc.,2022-01-24
717,934849386947690597,Rycaom Ilegna (rank Seed) saiu da fc.,2022-01-23
718,934801570900635698,Melie Esuna (rank Senior Tree) saiu da fc.,2022-01-23
719,933525644711702648,Sombra Sagaz (rank Seed) saiu da fc.,2022-01-20
720,933455181163679805,Zynrael Swank (rank Seed) entrou na fc.,2022-01-19
721,933206039149551648,Filipe Fantasy (rank Seed) saiu da fc.,2022-01-19
722,933143124807647242,Amora Amorim (rank Seed) entrou na fc.,2022-01-18
723,933095308852863088,Deslight Stormborne (rank Seed) saiu da fc.,2022-01-18
724,933082726838452294,Tom Jasper (rank Seed) entrou na fc.,2022-01-18
725,932463644774633472,Jojoca Clarinha (rank Seed) entrou na fc.,2022-01-17
726,932440994476085289,Kwabara Chibiu (rank Seed) entrou na fc.,2022-01-17
727,932425897141747772,Rycaom Ilegna (rank Seed) entrou na fc.,2022-01-17
728,932388149131374592,Yurith Ariessus (rank Senior Tree) saiu da fc.,2022-01-16
729,932388148305068065,Una'to Molkot (rank Senior Tree) saiu da fc.,2022-01-16
730,932388148137312277,Farath Dawnbreaker (rank Senior Tree) saiu da fc.,2022-01-16
731,932091191250542682,Ryvia Sinfell (rank Seed) entrou na fc.,2022-01-16
732,932050924552220762,Eternal Hades (rank Seed) saiu da fc.,2022-01-15
733,932010660685037598,Junca Bullet (rank Seed) entrou na fc.,2022-01-15
734,931970395542798346,Ryvia Sinfell (rank Seed) saiu da fc.,2022-01-15
735,931814367094247434,Sun Mikaz (rank Lunar Tree) saiu da fc.,2022-01-15
736,931565224597794956,Karasu Usarak (rank Seed) saiu da fc.,2022-01-14
737,931565224044134490,Haqua Prime (rank Seed) saiu da fc.,2022-01-14
738,931565223394041867,Fujin Stormwind (rank Seed) saiu da fc.,2022-01-14
739,931565222852956231,Dante D'artibale (rank Seed) saiu da fc.,2022-01-14
740,931565222181892206,Besil Hawkins (rank Seed) saiu da fc.,2022-01-14
741,931562707688251473,Def Tone (rank Seed) saiu da fc.,2022-01-14
742,931562707432398848,Argoth Skywalker (rank Seed) saiu da fc.,2022-01-14
743,931562706916491326,Seifer Dragonheart (rank Sapling) saiu da fc.,2022-01-14
744,931557730899075153,Theon Sunborn (rank Seed) saiu da fc.,2022-01-14
745,931557730739712020,Sad Walker (rank Seed) saiu da fc.,2022-01-14
746,931557729791774831,Rhodan Fhur (rank Seed) saiu da fc.,2022-01-14
747,931557729158438973,Raphi Leonhart (rank Seed) saiu da fc.,2022-01-14
748,931557701266321428,Yorg Regis (rank Seed) saiu da fc.,2022-01-14
749,931557700716867614,Orynaki Norimaki (rank Seed) saiu da fc.,2022-01-14
750,931557700200968192,Mamas Sethgar (rank Seed) saiu da fc.,2022-01-14
751,931557699760554034,Maedhros Stjerne (rank Seed) saiu da fc.,2022-01-14
752,931557699303399464,Laufrey Nikey (rank Seed) saiu da fc.,2022-01-14
753,931557675769155604,Jaumzyn Traveller (rank Seed) saiu da fc.,2022-01-14
754,931557675064504350,Gustavo Masamune (rank Seed) saiu da fc.,2022-01-14
755,931557674213077012,Florine Laurell (rank Seed) saiu da fc.,2022-01-14
756,931557673613271150,Edgar Belmont (rank Seed) saiu da fc.,2022-01-14
757,931557672212398081,Coutin Mars (rank Seed) saiu da fc.,2022-01-14
758,931441936550731797,Sir Nandow (rank Seed) saiu da fc.,2022-01-14
759,931441912836128778,Art Leywin (rank Seed) saiu da fc.,2022-01-14
760,931441911850467359,Mu Nerds (rank Seed) saiu da fc.,2022-01-14
761,931441911401676801,Henry Borberus (rank Sapling) saiu da fc.,2022-01-14
762,931441911238111252,M'agillanica Mayvin (rank Senior Tree) saiu da fc.,2022-01-14
763,931441910395048007,Darkjanjan Kokovachi (rank Senior Tree) saiu da fc.,2022-01-14
764,931391605284425769,Avogard Nomercy (rank Seed) saiu da fc.,2022-01-14
765,931391604948889601,Arck Is (rank Seed) saiu da fc.,2022-01-14
766,931391604487491584,Kyara Vermillion (rank Seed) saiu da fc.,2022-01-14
767,931391581012000768,Raphz Schroder (rank Seed) saiu da fc.,2022-01-14
768,931391580428988476,Pluviam Nox (rank Seed) saiu da fc.,2022-01-14
769,931391579762098247,Ordran Nightwave (rank Seed) saiu da fc.,2022-01-14
770,931391579153915944,Zenny Moon (rank Seed) saiu da fc.,2022-01-14
771,931391578294083726,Elden Lance (rank Seed) saiu da fc.,2022-01-14
772,931358863867936769,Bjon Lonstur (rank Seed) entrou na fc.,2022-01-14
773,930998980895203440,Incitatus Allak (rank Seed) entrou na fc.,2022-01-13
774,930294338221641828,King Leonhart (rank Sapling) saiu da fc.,2022-01-11
775,930223871985070122,Neeko Elderwood (rank Seed) entrou na fc.,2022-01-10
776,930223871435636776,Arkalis Atoir (rank Seed) entrou na fc.,2022-01-10
777,930206257934135306,Luke Belmont (rank Seed) entrou na fc.,2022-01-10
778,930198708182736937,Sahloknir Ra (rank Seed) entrou na fc.,2022-01-10
779,929957114804305921,Cimika Silver (rank Seed) entrou na fc.,2022-01-10
780,929891683045371905,Draknam Nokia (rank Seed) entrou na fc.,2022-01-10
781,929869033170427955,Jack Rolling (rank Seed) saiu da fc.,2022-01-09
782,929501612450410496,Rabi En-rose (rank Seed) entrou na fc.,2022-01-08
783,929421080463036426,Serah Beoulve (rank Seed) entrou na fc.,2022-01-08
784,929405981237076018,Serah Beoulve (rank Lunar Tree) saiu da fc.,2022-01-08
785,929020944750608434,Lyria Vhenasi (rank Sapling) saiu da fc.,2022-01-07
786,928718951305867266,Zeru Blue (rank Seed) saiu da fc.,2022-01-06
787,928663584395902987,Yuno Nikki (rank Seed) entrou na fc.,2022-01-06
788,928421999049572382,M'iyita Yhisa (rank Seed) entrou na fc.,2022-01-05
789,928240794773630997,Nastasia Archon (rank Seed) saiu da fc.,2022-01-05
790,927956418592669707,Candy Greyharth (rank Seed) entrou na fc.,2022-01-04
791,927948871928279081,Rhenan Marhns (rank Seed) saiu da fc.,2022-01-04
792,927893507056734238,Semtoca Januario (rank Seed) saiu da fc.,2022-01-04
793,927704760730140672,Bran' Bal (rank Senior Tree) saiu da fc.,2022-01-03
794,927616798466130031,Nyphistra Grienslief (rank Seed) saiu da fc.,2022-01-03
795,927435277650259979,Erdrick Than'talas (rank Seed) saiu da fc.,2022-01-03
796,927011427506606182,Shakuyaku Shakky (rank Sapling) saiu da fc.,2022-01-02
797,926633941627191296,Alicia Carson (rank Seed) entrou na fc.,2022-01-01
798,926548797289541712,Shiro Flammenwerfer (rank Senior Tree) saiu da fc.,2021-12-31
799,926538761297350747,Okuspokus First (rank Seed) saiu da fc.,2021-12-31
800,926538740506169374,Leafar Anatos (rank Seed) saiu da fc.,2021-12-31
801,926538738803286037,Bob Dylan- (rank Seed) saiu da fc.,2021-12-31
802,926538736735506512,Allexander Macedonian (rank Seed) saiu da fc.,2021-12-31
803,926538735443664936,Valion Lance (rank Seed) saiu da fc.,2021-12-31
804,926538734378315786,Tark Ironside (rank Seed) saiu da fc.,2021-12-31
805,926536227744800818,Vslasher Jr (rank Seed) saiu da fc.,2021-12-31
806,926536226050306078,Vinigod Underground (rank Seed) saiu da fc.,2021-12-31
807,926536224292880395,Rick Corezolla (rank Seed) saiu da fc.,2021-12-31
808,926536221025533972,Bin Salabbin (rank Seed) saiu da fc.,2021-12-31
809,926523630530224158,Thorleif Of-ur (rank Seed) entrou na fc.,2021-12-31
810,926518599269613578,Hanakoizumi An (rank Seed) saiu da fc.,2021-12-31
811,926518598065860628,Calayon Sunwell (rank Seed) saiu da fc.,2021-12-31
812,926372268274221078,Lancer Scathach (rank Seed) saiu da fc.,2021-12-31
813,926266507254706266,Devil Den (rank Seed) saiu da fc.,2021-12-31
814,925848637274214410,Moredays Makoto (rank Seed) entrou na fc.,2021-12-29
815,925828504308834335,Rivaille Ackerman (rank Seed) entrou na fc.,2021-12-29
816,925507082222964786,Calayon Sunwell (rank Seed) entrou na fc.,2021-12-28
817,925426551426805770,Thorleif Of-ur (rank Seed) saiu da fc.,2021-12-28
818,925269401266167859,Hirus Rayleigh (rank Seed) entrou na fc.,2021-12-28
819,925264365605773312,Nyuha Ito (rank Seed) saiu da fc.,2021-12-28
820,925264365190537216,Manphes Flameheart (rank Seed) saiu da fc.,2021-12-28
821,925264362959142922,Ayume Healseker (rank Seed) saiu da fc.,2021-12-28
822,925264362518745159,Zynrael Swank (rank Seed) saiu da fc.,2021-12-28
823,925264362015436840,Zairus Vangard (rank Seed) saiu da fc.,2021-12-28
824,925049199383412737,Dock Strife (rank Seed) entrou na fc.,2021-12-27
825,924890655833083906,Larica Braba (rank Seed) saiu da fc.,2021-12-27
826,924890655568842812,Cynthia Galnea (rank Seed) saiu da fc.,2021-12-27
827,924890655082307584,Wyrda Ectalion (rank Senior Tree) saiu da fc.,2021-12-27
828,924420080715071528,Lalisa Monoban (rank Seed) saiu da fc.,2021-12-25
829,924420080182370384,Kise Dandelion (rank Seed) saiu da fc.,2021-12-25
830,924420055951872072,Gutsy Fashonti (rank Seed) saiu da fc.,2021-12-25
831,924420055658270791,Elyria Flameth (rank Seed) saiu da fc.,2021-12-25
832,924420055326928976,Dwight Lord (rank Seed) saiu da fc.,2021-12-25
833,924420054756524032,Aialon Hunt (rank Sapling) saiu da fc.,2021-12-25
834,924420054311907328,Warcel Miniwilly (rank Senior Tree) saiu da fc.,2021-12-25
835,924397404210495568,Lua Golmarr (rank Seed) entrou na fc.,2021-12-25
836,924133162299310144,Aurelia Lix (rank Seed) entrou na fc.,2021-12-25
837,924095413760430121,Irvison Listof (rank Seed) entrou na fc.,2021-12-25
838,923823622181765161,Ariel Aya (rank Seed) saiu da fc.,2021-12-24
839,923798459637710908,Dodood Dood (rank Lunar Tree) saiu da fc.,2021-12-24
840,923707859978563634,Sophie Tsukihime (rank Seed) entrou na fc.,2021-12-23
841,923655009537753108,Sahory Ar (rank Seed) entrou na fc.,2021-12-23
842,922973019020877824,Uyi Gecko (rank Seed) saiu da fc.,2021-12-21
843,922857255358038017,Chebs Jhonsons (rank Seed) saiu da fc.,2021-12-21
844,922648378985300018,Morgan Archwin (rank Seed) entrou na fc.,2021-12-21
845,922527612444753920,Viktor Condemner (rank Seed) saiu da fc.,2021-12-20
846,922527611601698837,Sky Gran (rank Seed) saiu da fc.,2021-12-20
847,922527611308109915,Ravell Nevah (rank Seed) saiu da fc.,2021-12-20
848,922527610506973195,Aerion Degardner (rank Sapling) saiu da fc.,2021-12-20
849,922527586934992926,Vik Teron (rank Senior Tree) saiu da fc.,2021-12-20
850,922527586385534976,Lahn Momo (rank Seed) saiu da fc.,2021-12-20
851,922527585722826812,Karma Evangelista (rank Seed) saiu da fc.,2021-12-20
852,922527584464556063,Harry Rico (rank Seed) saiu da fc.,2021-12-20
853,922527583084625950,Azyl Romzyl (rank Lunar Tree) saiu da fc.,2021-12-20
854,922525069400506368,Kyriel Hollandy (rank Seed) saiu da fc.,2021-12-20
855,922525068603580486,Halron Firestorm (rank Seed) saiu da fc.,2021-12-20
856,922525067584344095,Shinei Nouzen (rank Seed) saiu da fc.,2021-12-20
857,922522548506349568,Arien Wrynn (rank Seed) saiu da fc.,2021-12-20
858,922522548070121542,Shiio Sz (rank Seed) saiu da fc.,2021-12-20
859,922509967506960434,Devil Den (rank Seed) entrou na fc.,2021-12-20
860,921878301901987931,Brownz Lins (rank Seed) entrou na fc.,2021-12-18
861,921800288648699934,Mirtury Vior (rank Seed) saiu da fc.,2021-12-18
862,921566246544216105,Thiko Moonfang (rank Seed) entrou na fc.,2021-12-18
863,921525981318090863,Mivas Kawanami (rank Seed) saiu da fc.,2021-12-17
864,921447967175630918,Kyojuro Goro (rank Seed) entrou na fc.,2021-12-17
865,921420284383354960,Hanakoizumi An (rank Seed) entrou na fc.,2021-12-17
866,921230821652824064,Hinoga Busterwolf (rank Seed) entrou na fc.,2021-12-17
867,921210687802445825,Dark Sasukee (rank Seed) entrou na fc.,2021-12-17
868,921110226814521344,Kamui Moonraven (rank Seed) saiu da fc.,2021-12-16
869,921088070206505040,Mr Aryos (rank Seed) saiu da fc.,2021-12-16
870,921052836891082792,Rem Qun'mi (rank Seed) entrou na fc.,2021-12-16
871,920997208516616253,Dread Lokss (rank Seed) entrou na fc.,2021-12-16
872,920997104334274570,Dread Lokss (rank Seed) entrou na fc.,2021-12-16
873,920850164091093023,Kazama Zoldyck (rank Seed) saiu da fc.,2021-12-16
874,920688574012203079,Adv Tributario (rank Seed) entrou na fc.,2021-12-15
875,920093972259557437,Arantar Kabrakhan (rank Seed) entrou na fc.,2021-12-13
876,919804863267881030,Vergil Lucis (rank Seed) entrou na fc.,2021-12-13
877,919772153560309770,Lili Lilium (rank Seed) entrou na fc.,2021-12-13
878,919600953961902081,Satyriel Satyr (rank Seed) saiu da fc.,2021-12-12
879,919448187415179274,Ariel Aya (rank Seed) entrou na fc.,2021-12-12
880,919281496806805504,Tomoe Youkai (rank Seed) saiu da fc.,2021-12-11
881,918982025359261736,Ane'leh Oarud (rank Seed) entrou na fc.,2021-12-10
882,918642285661548614,Zynrael Swank (rank Seed) entrou na fc.,2021-12-09
883,918637251754332170,Morgana Gibi (rank Seed) entrou na fc.,2021-12-09
884,918637250999369759,Camila Gibi (rank Seed) entrou na fc.,2021-12-09
885,918584404799012895,Mihalk Vreis (rank Seed) entrou na fc.,2021-12-09
886,918556720282894376,Uyi Gecko (rank Seed) entrou na fc.,2021-12-09
887,918556719167205437,Absolutely Mad (rank Sapling) saiu da fc.,2021-12-09
888,918350361146851369,Malanore Senna (rank Seed) entrou na fc.,2021-12-09
889,918350360144384093,Valkiria Br (rank Seed) entrou na fc.,2021-12-09
890,918347846082781224,Jojoca Clarinha (rank Lunar Tree) saiu da fc.,2021-12-09
891,918184265345273906,Eluviere Madoushika (rank Seed) entrou na fc.,2021-12-08
892,918055204279189544,Hioo Wellerman (rank Seed) saiu da fc.,2021-12-08
893,917904191740084274,Din Kaslow (rank Seed) saiu da fc.,2021-12-07
894,917778418576269352,Astal Knight (rank Seed) saiu da fc.,2021-12-07
895,917778390558310491,Gabriellm Magina (rank Seed) saiu da fc.,2021-12-07
896,917778389891448844,Degel Ghost (rank Seed) saiu da fc.,2021-12-07
897,917778389476179999,Eros Archncher (rank Sapling) saiu da fc.,2021-12-07
898,917778389023215656,Tyrlamir Lutel (rank Seed) saiu da fc.,2021-12-07
899,917778388054310982,Lobiru Claus (rank Seed) saiu da fc.,2021-12-07
900,917778364293578782,Lagaertha Lothbrok (rank Seed) saiu da fc.,2021-12-07
901,917778363718963240,Kisuy Windrunner (rank Seed) saiu da fc.,2021-12-07
902,917778362703945799,Juniris Rapha (rank Seed) saiu da fc.,2021-12-07
903,917778362234179604,Iruru Iru (rank Seed) saiu da fc.,2021-12-07
904,917778361479217153,Ilith Wrynn (rank Seed) saiu da fc.,2021-12-07
905,917607232491880509,Zaphre Gall (rank Seed) entrou na fc.,2021-12-07
906,917478867059490847,Poking Milo (rank Seed) saiu da fc.,2021-12-06
907,917247343210922054,Wultgar Black (rank Seed) entrou na fc.,2021-12-06
908,917121513361145896,Fujiwara Awatari (rank Seed) entrou na fc.,2021-12-05
909,916995634706415648,Alana Khar (rank Seed) saiu da fc.,2021-12-05
910,916988087677116466,Evelyn Danielle (rank Seed) entrou na fc.,2021-12-05
911,916922656312393759,Haatori Hanzoo (rank Seed) saiu da fc.,2021-12-05
912,916703714222440479,Nihilus Raveneye (rank Seed) entrou na fc.,2021-12-04
913,916676029223944232,Syldrana Wasaki (rank Seed) saiu da fc.,2021-12-04
914,916663448128069713,Julie Wasaki (rank Seed) saiu da fc.,2021-12-04
915,916527551235645460,Din Kaslow (rank Seed) entrou na fc.,2021-12-04
916,916507419599859792,Bios Chronus (rank Seed) saiu da fc.,2021-12-04
917,916504899884290110,Zeref Vermillion (rank Seed) saiu da fc.,2021-12-04
918,916499870922182706,Keiko Yahiro (rank Seed) saiu da fc.,2021-12-04
919,916477219407265823,Ziountar Haargrand (rank Seed) saiu da fc.,2021-12-03
920,916452054384390185,Xamanbulancia Brasil (rank Seed) entrou na fc.,2021-12-03
921,916444506520436736,Kyo Kin (rank Seed) saiu da fc.,2021-12-03
922,916439469270401075,Mini Churros (rank Seed) entrou na fc.,2021-12-03
923,916414306030071838,Fleet Ravus (rank Seed) saiu da fc.,2021-12-03
924,916346356803706921,Nando Battou (rank Seed) saiu da fc.,2021-12-03
925,915854872035860510,Darkblood Souls (rank Lunar Tree) saiu da fc.,2021-12-02
926,915779396814639195,Shado Matsu (rank Seed) entrou na fc.,2021-12-02
927,915703886545834014,Nickless Shikhu (rank Seed) saiu da fc.,2021-12-01
928,914178016681267311,Morphz Swiftwind (rank Senior Tree) saiu da fc.,2021-11-27
929,914019474695405568,Aether Messorem (rank Seed) saiu da fc.,2021-11-27
930,912342277156913163,Cantus Lupus (rank Seed) saiu da fc.,2021-11-22
931,912210178336751616,Ishgana Kamisato (rank Seed) saiu da fc.,2021-11-22
932,911999542780637244,Harok Korah (rank Seed) entrou na fc.,2021-11-21
933,911908950239215616,Lumi Lunaire (rank Senior Tree) saiu da fc.,2021-11-21
934,911126126934511657,Rodi Buraun (rank Seed) saiu da fc.,2021-11-19
935,911126123654557738,Fenrir Wintersoul (rank Seed) saiu da fc.,2021-11-19
936,910541323029844048,Mara Moondust (rank Seed) entrou na fc.,2021-11-17
937,909993170815815712,Gabriel Bloodfallen (rank Seed) saiu da fc.,2021-11-16
938,909955430795575328,Claire Chan (rank Seed) entrou na fc.,2021-11-15
939,909955427729547275,Lila Mortis'alem (rank Seed) saiu da fc.,2021-11-15
940,909955423891759114,Wattson Natalie (rank 4th Div - Estr) saiu da fc.,2021-11-15
941,909886982887460935,Cora Coralina (rank Sapling) saiu da fc.,2021-11-15
942,909323149672349696,Edna Westknight (rank Senior Tree) saiu da fc.,2021-11-14
943,909315600080310283,Zugrorn Kyros (rank Sapling) saiu da fc.,2021-11-14
944,909003500954996739,Levi Xiansheng (rank Sapling) saiu da fc.,2021-11-13
945,908269798805356604,Gaj Shield (rank Seed) entrou na fc.,2021-11-11
946,907600255883837482,Thai Azure (rank Seed) entrou na fc.,2021-11-09
947,907218461007159317,Cantus Lupus (rank Seed) entrou na fc.,2021-11-08
948,907218448227131403,Besil Hawkins (rank Seed) entrou na fc.,2021-11-08
949,907218433500913705,Argoth Skywalker (rank Seed) entrou na fc.,2021-11-08
950,907218409035554837,Sarah Palmer (rank Seed) saiu da fc.,2021-11-08
951,906085366845554708,Kyo Kin (rank Seed) entrou na fc.,2021-11-05
952,905237888055263282,Alice Kelee (rank Seed) entrou na fc.,2021-11-02
953,905237887556157491,Zaxxon Mawcape (rank Seed) entrou na fc.,2021-11-02
954,905227810187149352,Alyssa Meiken (rank Seed) entrou na fc.,2021-11-02
955,904867923959611393,Lila Mortis'alem (rank Seed) entrou na fc.,2021-11-01
956,904407372280266752,Jullie Lynx (rank Seed) saiu da fc.,2021-10-31
957,904281536445165568,Alexa Bj (rank Seed) saiu da fc.,2021-10-31
958,904246305684095046,Ryokuro Lorelamar (rank Seed) saiu da fc.,2021-10-31
959,904135570253545512,Malanore Senna (rank Seed) saiu da fc.,2021-10-30
960,903662437977452614,Ars Kuller (rank Seed) entrou na fc.,2021-10-29
961,903614620269412352,Aiya Ki (rank Seed) saiu da fc.,2021-10-29
962,903463620019630180,Alexa Bj (rank Seed) entrou na fc.,2021-10-29
963,903116320701284363,Vecna Gultix (rank Seed) saiu da fc.,2021-10-28
964,903008101169504357,Potato Core (rank Seed) saiu da fc.,2021-10-27
965,902909949410172999,Tavrin Callas (rank Seed) saiu da fc.,2021-10-27
966,902791667130708059,Raistlin Majeri (rank Seed) saiu da fc.,2021-10-27
967,902786635056422934,Kathele Yoruichi (rank Lunar Tree) saiu da fc.,2021-10-27
968,902731267328581633,Phos Narm (rank Seed) saiu da fc.,2021-10-27
969,902368866682937366,Frigga Alfheim (rank Seed) saiu da fc.,2021-10-26
970,901925987095310396,Mikasa Millbr (rank Seed) saiu da fc.,2021-10-24
971,901925986692661268,Lord Zenon (rank Seed) saiu da fc.,2021-10-24
972,901925986055102475,So' Ra (rank Seed) saiu da fc.,2021-10-24
973,901925962072088648,Pulga Blue (rank Seed) saiu da fc.,2021-10-24
974,901925961711370241,Ku Quebrado (rank Seed) saiu da fc.,2021-10-24
975,901925961296138250,Kerzavyn Zyrenk (rank Seed) saiu da fc.,2021-10-24
976,901925960423723070,Garz Vrael (rank Seed) saiu da fc.,2021-10-24
977,901925960121720883,Crawbur Brewer (rank Seed) saiu da fc.,2021-10-24
978,901925936709124147,Yves Marchis (rank Seed) saiu da fc.,2021-10-24
979,901925936113516574,Astra Solaris (rank Seed) saiu da fc.,2021-10-24
980,901925935039774784,Andr Filip (rank Seed) saiu da fc.,2021-10-24
981,901925934611988500,Qwan Pes-roxos (rank Sapling) saiu da fc.,2021-10-24
982,901925933534048408,Medea Morganw (rank Sapling) saiu da fc.,2021-10-24
983,901915866503983246,Jotha Br (rank Seed) entrou na fc.,2021-10-24
984,901850433646116864,Aegg Targaryen (rank Seed) saiu da fc.,2021-10-24
985,901367229805916250,Montas Brabus (rank Seed) entrou na fc.,2021-10-23
986,901188550710665307,Vecna Gultix (rank Seed) entrou na fc.,2021-10-22
987,900861379140005928,Jaumzyn Traveller (rank Seed) entrou na fc.,2021-10-21
988,900403345607491624,Lin Witte (rank Seed) saiu da fc.,2021-10-20
989,900403344978346015,Isura Gin (rank Seed) saiu da fc.,2021-10-20
990,900403344298872962,Igros Blackburn (rank Seed) saiu da fc.,2021-10-20
991,900191943840133163,Ryomaz Maeda (rank Senior Tree) saiu da fc.,2021-10-20
992,899844651492712538,Eternal Hades (rank Seed) entrou na fc.,2021-10-19
993,899436968985911296,Dexter Luiz (rank Seed) saiu da fc.,2021-10-17
994,899436968272859137,Wholy Cat (rank Seed) saiu da fc.,2021-10-17
995,899436968012828682,Isaac Neto (rank Seed) saiu da fc.,2021-10-17
996,898719718360379412,Nya Niang (rank Seed) saiu da fc.,2021-10-15
997,898407634997231637,Zhelimir Mirasch (rank Seed) saiu da fc.,2021-10-15
998,898407634678460477,Von Shore (rank Seed) saiu da fc.,2021-10-15
999,898407634032558110,Corazza Dmonkey (rank Senior Tree) saiu da fc.,2021-10-15
1000,898324582795182110,Thyana Rash (rank Seed) saiu da fc.,2021-10-14
1001,898324582325440522,Raxxia Drayan (rank Seed) saiu da fc.,2021-10-14
